SAMPLE	AdjustFactor
11132.p1	0.90800230795016
11132.s1	1.04333612099404
11135.p1	1.09321519137138
11135.s1	1.27714460969769
11142.p1	1.35180883616074
11142.s1	1.22545909728142
11144.p1	0.996164545266007
11144.s1	1.07608370777663
11146.p1	1.32908537424507
11146.s1	1.26531188109044
11150.p1	1.01574421065646
11150.s1	0.981517279641989
11152.p1	0.89768770380504
11152.s1	0.910920518335666
11154.p1	1.03152722387616
11154.s1	0.962439070347675
11156.p1	0.946742867788467
11156.s1	0.872713441992948
11158.p1	0.947751587967976
11158.s1	0.969933735558792
11159.p1	1.17478154294157
11159.s1	1.18015727165468
11164.p1	1.1353734439797
11164.s1	1.1093853284118
11167.p1	1.13105957572704
11167.s1	1.02046608270231
11168.p1	0.838336592933437
11168.s1	0.79121619827519
11169.p1	1.02471818594514
11169.s1	1.10755551085303
11172.p1	1.00799395183215
11172.s1	0.967843682676888
11176.p1	1.21949901547335
11176.s1	1.12599389083206
11178.p1	0.910217639440883
11178.s1	0.80510011774091
11181.p1	1.00668181710785
11181.s1	0.960400145547893
11184.p1	0.918248223142519
11184.s1	0.886476216514323
11187.p1	0.915697998259977
11187.s1	0.971410670238902
11189.p1	1.07786382769205
11189.s1	1.04512720280313
11190.p1	1.20489042164256
11190.s1	1.20552520318465
11193.p1	0.999647731585042
11193.s1	0.937952532169277
11194.p1	0.803729441928963
11194.s1	0.907985620717794
11195.p1	0.92440362121301
11195.s1	0.989113446115097
11196.p1	0.93294787122557
11196.s1	0.892696860088213
11198.p1	1.11673568252416
11198.s1	1.05377630328393
11199.p1	0.824364860565842
11199.s1	0.875222712384349
11201.p1	0.938374467869751
11201.s1	0.997812834512255
11203.p1	0.952225219633772
11203.s1	0.906148503706299
11205.p1	1.08436340608138
11205.s1	1.00917807341262
11206.p1	0.904798133734962
11206.s1	0.933423727500606
11207.p1	1.10682668521522
11207.s1	1.20754773983196
11208.p1	0.769811864235311
11208.s1	0.721447193834343
11212.p1	0.852175102915842
11212.s1	0.935953872993214
11214.p1	1.08947392247494
11214.s1	1.16519200357192
11215.p1	1.03025749551273
11215.s1	0.975457406799188
11216.p1	1.07434375433097
11216.s1	1.14475298567361
11218.p1	0.986481655677644
11218.s1	0.938026843232942
11219.p1	0.910748604526936
11219.s1	0.863127154240555
11220.p1	1.10631407242568
11220.s1	1.17068825545266
11224.p1	0.739494408354433
11224.s1	0.794610726760934
11225.p1	0.948079280672816
11225.s1	0.875000480178587
11227.p1	1.15974263726638
11227.s1	1.29002598662644
11229.p1	0.923671054115201
11229.s1	0.856677157435876
11232.p1	1.09498001001186
11232.s1	1.04501039110901
11233.p1	1.02588211324402
11233.s1	0.988412847723695
11234.p1	0.91420604370223
11234.s1	0.889142470371436
11235.p1	1.01320354420763
11235.s1	0.973582011739745
11236.p1	1.15313924296726
11236.s1	1.29126992302058
11239.p1	0.934311411133932
11239.s1	0.900210091987249
11241.p1	0.886980073081631
11241.s1	0.881993899835232
11242.p1	1.18756636567048
11242.s1	1.41019291200134
11245.p1	1.02072406092029
11245.s1	1.12335973211926
11246.p1	0.947064108862292
11246.s1	0.92920571910118
11250.p1	0.886670433729417
11250.s1	0.845591933317278
11251.p1	0.870666215433342
11251.s1	0.808679601591607
11252.p1	0.754917594785816
11252.s1	0.793816663310473
11254.p1	0.774259927744395
11254.s1	0.852001813857871
11256.p1	1.11192153585356
11256.s1	1.26938515535366
11257.p1	0.952917607755021
11257.s1	0.886969867099763
11258.p1	1.29208188010736
11258.s1	1.10370363152736
11262.p1	1.01626791189158
11262.s1	0.985555741682962
11263.p1	1.10333694533885
11263.s1	1.18685527158576
11264.p1	0.979270734856354
11264.s1	1.03783962572417
11265.p1	1.32363324780064
11265.s1	1.17388558815606
11266.p1	0.914262344066993
11266.s1	0.956705770138795
11267.p1	0.87061421390542
11267.s1	0.852247105031427
11274.p1	1.18628034445344
11274.s1	1.07923148507622
11276.p1	0.874302036103336
11276.s1	0.968278943546907
11277.p1	0.83716851107928
11277.s1	0.794679286031642
11280.p1	0.947305704410367
11280.s1	0.913670807154695
11282.p1	0.966338369797417
11282.s1	0.971797012532971
11284.p1	1.019996900888
11284.s1	0.983410764514799
11285.p1	0.986780613139761
11285.s1	1.0146945966127
11290.p1	1.0212522885149
11290.s1	1.09180554348847
11296.p1	0.997903966407577
11296.s1	0.998089690903108
11298.p1	1.08418901519828
11298.s1	1.01931903984095
11299.p1	1.14490465679671
11299.s1	1.09738230900253
11300.p1	0.93769389106457
11300.s1	0.901308237071535
11301.p1	1.23862105649958
11301.s1	1.1540375430783
11303.p1	0.826038489792897
11303.s1	0.815781735854241
11304.p1	1.05814529514308
11304.s1	1.14636153764787
11305.p1	0.967854235797702
11305.s1	1.05080786599301
11307.p1	0.940836356963738
11307.s1	0.883003973713529
11310.p1	1.09925272882566
11310.s1	1.0544276532156
11312.p1	1.01838424759058
11312.s1	1.08713746500601
11316.p1	1.19617439708703
11316.s1	1.27361555028851
11318.p1	0.917232855828174
11318.s1	0.881811109452731
11324.p1	0.880104296485575
11324.s1	0.915183380154379
11325.p1	1.04022988085245
11325.s1	0.956644488876933
11327.p1	1.00989727369695
11327.s1	0.962439070347675
11328.p1	1.04994671572194
11328.s1	1.08266399028557
11329.p1	1.15058050790235
11329.s1	1.13130780057704
11333.p1	1.22438984186042
11333.s1	1.14161714392429
11336.p1	1.00141096230526
11336.s1	1.05786648197096
11339.p1	1.02793748413663
11339.s1	1.05432812816494
11341.p1	0.848891602365653
11341.s1	1.08331764925235
11345.p1	1.01464854454622
11345.s1	1.05767313685523
11346.p1	0.929781695251636
11346.s1	0.967891983499075
11347.p1	0.949032437139049
11347.s1	0.967410369860483
11348.p1	1.09407126011489
11348.s1	1.1268866114393
11349.p1	0.992727895277898
11349.s1	1.02991040644029
11350.p1	0.991968123142753
11350.s1	0.885683125422658
11352.p1	0.995484061361589
11352.s1	1.04514089833026
11353.p1	1.04994671572194
11353.s1	1.08058594013744
11355.p1	0.931574386597845
11355.s1	0.863654118350852
11356.p1	0.894672542877455
11356.s1	0.881548823033941
11359.p1	0.890014281590419
11359.s1	1.01060002844838
11360.p1	1.02213108233909
11360.s1	0.961339962447793
11364.p1	1.11623049784173
11364.s1	1.07370642144746
11365.p1	1.17091900134449
11365.s1	1.11414866273
11366.p1	0.931463280171027
11366.s1	1.05405947657813
11368.p1	1.01561401850159
11368.s1	1.06075326419891
11372.p1	1.12617157656831
11372.s1	1.06316581655573
11376.p1	0.878093214370745
11376.s1	1.31565331815343
11377.p1	1.01531438748014
11377.s1	1.13701683538474
11378.p1	0.964653679952268
11378.s1	0.99329406602445
11380.p1	1.13145673548704
11380.s1	1.15301523216371
11381.p1	1.05087307589601
11381.s1	1.0990922438335
11382.p1	0.927052233205142
11382.s1	1.0121257803257
11383.p1	1.08828320826802
11383.s1	1.03433061990868
11388.p1	1.00642148657118
11388.s1	1.0387744240473
11390.p1	0.960381889452396
11390.s1	0.910128821780801
11393.p1	1.05203206305519
11393.s1	1.09531606493337
11396.p1	1.08365371765526
11396.s1	0.907746791988758
11397.p1	0.961161850505851
11397.s1	0.905054688363801
11398.p1	1.13077589018418
11398.s1	1.17103500474366
11399.p1	1.07973819530425
11399.s1	1.13610032863962
11401.p1	0.918300585489752
11401.s1	1.00151032584788
11404.p1	1.0453362496553
11404.s1	0.988397013391463
11406.p1	1.05650978912501
11406.s1	1.27848814898476
11407.p1	1.0988675083722
11407.s1	1.21471850521679
11411.p1	1.07226273949447
11411.s1	1.10069772916425
11412.p1	1.00553607104627
11412.s1	1.08384735142731
11413.p1	0.942330534675099
11413.s1	0.938938213185399
11414.p1	1.0103921373818
11414.s1	1.07652781621175
11415.p1	1.00323708098804
11415.s1	1.04390416138971
11417.p1	0.90161272097908
11417.s1	0.940147479344859
11420.p1	1.01189117145516
11420.s1	0.981517279641989
11422.p1	1.05230653052181
11422.s1	1.11852209556556
11424.p1	0.970185413249141
11424.s1	0.970605337006195
11429.p1	0.919703002443417
11429.s1	1.09872021010956
11431.p1	1.03187843277234
11431.s1	0.987360582487466
11432.p1	1.00352696883771
11432.s1	1.04801265488822
11433.p1	0.933423727500606
11433.s1	0.893007802517277
11435.p1	0.954016301442859
11435.s1	1.13126220825765
11436.p1	0.923848089078919
11436.s1	0.957382791356016
11437.p1	1.0368205689158
11437.s1	1.0642417446564
11440.p1	0.828134421429671
11440.s1	0.877699571922006
11441.p1	1.06341510235715
11441.s1	0.991458162707372
11444.p1	0.82945573417263
11444.s1	0.922313060046802
11445.p1	1.10723056195849
11445.s1	1.14921500117376
11446.p1	0.92261983245116
11446.s1	0.991458162707372
11447.p1	1.13092262408566
11447.s1	1.24263105324101
11450.p1	1.04604462855617
11450.s1	1.29415012903505
11452.p1	1.20142734861816
11452.s1	1.18078784330761
11453.p1	1.02184329538235
11453.s1	1.02086523738015
11455.p1	0.930814680030698
11455.s1	0.933999085601038
11456.p1	0.805295948151319
11456.s1	0.87211770235295
11458.p1	1.17464511038028
11458.s1	1.14062059624015
11459.p1	1.21469471366807
11459.s1	1.2711234507478
11462.p1	0.889586474948588
11462.s1	0.864668830637657
11463.p1	0.856315054751093
11463.s1	0.946972110244905
11466.p1	1.1976849224962
11466.s1	1.19032991715895
11469.p1	1.09264191083111
11469.s1	1.23964041224976
11470.p1	0.98994177086721
11470.s1	1.07136097699554
11471.p1	0.983039386024413
11471.s1	0.862689068426502
11472.p1	1.05000483981927
11472.s1	0.982204671534294
11474.p1	0.771493435412817
11474.s1	0.852677461200487
11479.p1	1.11933420615303
11479.s1	1.02213108233909
11480.p1	0.986391807643872
11480.s1	1.16477762163207
11484.p1	0.966923957470341
11484.s1	1.05869748025937
11485.p1	1.1084063300211
11485.s1	1.2643404468889
11488.p1	0.916160487845332
11488.s1	0.844031024268454
11489.p1	0.903292123402887
11489.s1	0.96481720575236
11490.p1	0.932340628824623
11490.s1	0.899705656722325
11491.p1	1.13098865434133
11491.s1	1.15058050790235
11492.p1	1.04394185720745
11492.s1	1.10998499250655
11494.p1	1.20013532055224
11494.s1	1.25545265352098
11495.p1	0.94433599017845
11495.s1	0.997152558138595
11496.p1	0.87930680724212
11496.s1	0.830144283413322
11497.p1	0.955706115616333
11497.s1	0.897716480641325
11498.p1	0.999708791443635
11498.s1	0.915652928639107
11499.p1	0.996056504287585
11499.s1	1.12691785666055
11501.p1	1.03245804064093
11501.s1	1.08482531227772
11502.p1	1.14149174589552
11502.s1	1.09531606493337
11504.p1	0.931312206909429
11504.s1	0.880574966916991
11505.p1	1.05492732150932
11505.s1	1.1459196031552
11508.p1	0.965373517976763
11508.s1	1.04806140632065
11509.p1	1.08251241441993
11509.s1	1.23571285476593
11510.p1	1.09998625905942
11510.s1	1.06677091211352
11511.p1	1.24863448472599
11511.s1	1.20409645996416
11512.p1	0.96306508584188
11512.s1	0.937882407644409
11518.p1	1.22906003598646
11518.s1	1.27013848160232
11519.p1	1.17484793680528
11519.s1	1.04930775048383
11520.p1	1.01626791189158
11520.s1	1.04220351339716
11521.p1	0.918456162227707
11521.s1	0.870579546220138
11523.p1	1.07369345264835
11523.s1	1.03988054192038
11524.p1	0.918555902478323
11524.s1	0.962270779996111
11526.p1	0.99600016863455
11526.s1	0.973243319582563
11530.p1	0.89210760041341
11530.s1	0.934470266361869
11537.p1	1.09188354578036
11537.s1	1.00595728272266
11540.p1	1.04903055232906
11540.s1	1.26803664317371
11542.p1	0.952105622303978
11542.s1	0.991103872981832
11543.p1	1.01191453779408
11543.s1	1.0569616667504
11544.p1	1.05042508204134
11544.s1	1.10544013450205
11545.p1	0.901037467769758
11545.s1	0.994909305534882
11546.p1	0.984830211799726
11546.s1	0.953438637492888
11549.p1	0.893941096502548
11549.s1	1.06075326419891
11551.p1	0.982729231434239
11551.s1	0.918248223142519
11552.p1	0.972007352900341
11552.s1	0.91860473160539
11554.p1	1.00170211325714
11554.s1	0.965412785351958
11556.p1	1.18603544367745
11556.s1	1.08149970873225
11561.p1	0.941879791797929
11561.s1	1.01461311987969
11563.p1	0.843629603390775
11563.s1	0.926615519277703
11564.p1	1.37922166805024
11564.s1	1.10289501084618
11565.p1	1.03249031237015
11565.s1	0.936912207958094
11568.p1	0.830230333412345
11568.s1	0.90090263212261
11569.p1	0.979165422047653
11569.s1	0.908269399097129
11571.p1	1.02150610095502
11571.s1	0.942510940676104
11572.p1	0.784055959543071
11572.s1	0.874208263519158
11573.p1	0.988433036497291
11573.s1	1.02306344592986
11575.p1	1.0072713892056
11575.s1	1.10476676931597
11577.p1	1.00652465516167
11577.s1	0.908496655748522
11578.p1	0.997960615964129
11578.s1	1.13487347040409
11580.p1	0.894419218171372
11580.s1	0.926940987109216
11581.p1	1.12149440017443
11581.s1	1.1630177388963
11584.p1	1.04557133345323
11584.s1	1.09799524842493
11587.p1	1.15196085686616
11587.s1	1.16762735785356
11590.p1	1.28667757231267
11590.s1	1.16492184340258
11592.p1	1.13314803403268
11592.s1	1.06423354621731
11597.p1	1.14327381503714
11597.s1	1.03458966076775
11599.p1	1.14904478984805
11599.s1	1.12176909884654
11600.p1	0.921799298968966
11600.s1	1.04170081202256
11601.p1	1.18938612995688
11601.s1	1.26009724722136
11610.p1	1.04960328816095
11610.s1	1.15687434645427
11611.p1	0.975827811165024
11611.s1	1.03820350592259
11615.p1	1.09604323289304
11615.s1	1.09903935634528
11620.p1	0.893057305412044
11620.s1	0.89786974830257
11622.p1	0.963670576237915
11622.s1	1.00915656418483
11625.p1	1.00981310265717
11625.s1	1.15256677202546
11627.p1	0.894419218171372
11627.s1	0.95846475679098
11630.p1	0.911495891192559
11630.s1	0.860309112362425
11634.p1	1.03487102034787
11634.s1	1.15058050790235
11641.p1	1.22611083856687
11641.s1	1.13684783414096
11642.p1	0.957722018654829
11642.s1	0.997484759689093
11644.p1	1.06404051024245
11644.s1	0.971189834885102
11645.p1	0.896791283694541
11645.s1	0.938838924566859
11646.p1	1.11192153585356
11646.s1	1.09472382437208
11651.p1	1.13140493204008
11651.s1	0.99040622526157
11653.p1	1.02150673097531
11653.s1	1.03786913624987
11654.p1	1.07251196049547
11654.s1	1.03561333714807
11657.p1	0.935151102368943
11657.s1	1.00487174252072
11659.p1	1.0624408548711
11659.s1	1.0227037754345
11664.p1	0.946866172443066
11664.s2	1.05723221038301
11665.p1	1.12627906547048
11665.s1	1.22120515204969
11666.p1	0.982128290556885
11666.s1	1.02936624387302
11671.p1	0.933833346815894
11671.s1	1.02975320392085
11673.p1	0.985074885802956
11673.s1	1.025092703914
11676.p1	1.01606198895624
11676.s1	0.963385595218244
11677.p1	1.0440771913728
11677.s1	1.17673183810129
11678.p1	0.867511732882936
11678.s1	0.865751840866843
11679.p1	0.951293991406144
11679.s1	0.926588676569949
11685.p1	0.948424929142305
11685.s1	1.00218843133061
11691.p1	1.08238995799608
11691.s1	1.11557744975264
11694.p1	1.11432778982909
11694.s1	1.0420110730272
11696.p1	0.903841580134051
11696.s1	0.977369337741416
11700.p1	0.903360187979388
11700.s1	1.01656966514244
11707.p1	1.02774298568374
11707.s1	1.07158471760315
11711.p1	0.989382889289471
11711.s1	1.02799095601514
11712.p1	0.976556328882807
11712.s1	1.04920856318123
11714.p1	0.951521248057538
11714.s1	0.918300585489752
11715.p1	1.00652465516167
11715.s1	1.00456725861317
11716.p1	1.0301112446968
11716.s1	0.937637415633479
11718.p1	0.715556323112895
11718.s1	0.896152640222403
11720.p1	1.11896454167913
11720.s1	1.26020972953101
11721.p1	0.960965857754352
11721.s1	1.01075048694669
11722.p1	1.15187024393937
11722.s1	1.08196360525126
11723.p1	0.800945669540787
11723.s1	0.768240434772852
11724.p1	1.06521460666568
11724.s1	1.14223311717722
11726.p1	0.952024296119719
11726.s1	1.00797507203195
11729.p1	0.997713417899175
11729.s1	1.02671158803749
11730.p1	1.10004403853489
11730.s1	0.913024169181449
11731.p1	1.25254778994246
11731.s1	1.10998499250655
11736.p1	1.00959274219858
11736.s1	0.928394471820476
11740.p1	0.925114347124255
11740.s1	0.900815669085414
11749.p1	1.03999429526271
11749.s1	0.967891983499075
11753.p1	0.883704133170953
11753.s1	0.824917953672194
11765.p1	0.887893386199589
11765.s1	0.829093110043935
11766.p1	1.09925272882566
11766.s1	1.04856066335528
11768.p1	1.08958502644633
11768.s1	1.06889694354454
11773.p1	1.0146945966127
11773.s1	1.05170593603347
11775.p1	0.957722018654829
11775.s1	1.0142477918827
11781.p1	1.07838670046858
11781.s2	1.00375090336709
11788.p1	1.05092869610739
11788.s1	1.15187024393937
11792.p1	0.843567027400273
11792.s1	0.851049831905715
11793.p1	0.889081689364774
11793.s1	0.767375992974952
11798.p1	0.999609988540582
11798.s1	1.05771918892171
11800.p1	1.00272283075506
11800.s1	0.987543941721204
11804.p1	1.00689397526517
11804.s1	0.979106490030074
11808.p1	0.927704861229935
11808.s1	0.986188700295273
11809.p1	0.927699195782837
11809.s1	0.97291851784738
11810.p1	0.934134226456617
11810.s1	0.874350960929863
11812.p1	1.21183585966434
11812.s1	1.16556198744678
11818.p1	0.911294116601648
11818.s1	0.973995325990874
11824.p1	0.930019446467833
11824.s1	1.02014122424672
11827.p1	1.0904252385463
11827.s1	1.15788594072699
11834.p1	1.16550627152401
11834.s1	1.07923148507622
11835.p1	1.00429859634181
11835.s1	1.04269367349496
11838.p1	0.861446659938554
11838.s1	0.872526717628173
11839.p1	1.02707632168188
11839.s1	1.02348456472408
11842.p1	1.02332561208907
11842.s1	1.04961731852209
11843.p1	1.04809932410143
11843.s1	1.12667830996428
11845.p1	1.00130772116097
11845.s1	1.05347739814006
11855.p1	1.02288707993912
11855.s1	1.05748409583407
11857.p1	0.984936702040804
11857.s1	1.12667830996428
11863.p1	0.917531223141465
11863.s1	0.98333092064689
11868.p1	1.14745802451763
11868.s1	1.1023765141877
11869.p1	1.01606198895624
11869.s1	0.919025547174383
11872.p1	0.858484296459053
11872.s1	0.861667114895167
11883.p1	0.739057734689345
11883.s1	0.754030151853004
11888.p1	0.935209150586158
11888.s1	1.06151860009043
11892.p1	0.899339647060108
11892.s1	0.911156103925406
11894.p1	0.784530361602108
11894.s1	0.786828437513478
11895.p1	0.82927641454855
11895.s1	0.760704849619947
11897.p1	0.88037362069277
11897.s1	0.907358717669919
11901.p1	0.9784828031653
11901.s1	0.90890374057118
11905.p1	0.906594355359886
11905.s1	0.862887554080634
11909.p1	1.03683162566768
11909.s1	1.0440771913728
11916.p1	1.01133687714378
11916.s1	1.07062656661442
11917.p1	1.45640065231664
11917.s1	1.30639599264467
11918.p1	0.995882526535566
11918.s1	1.05131750160328
11919.p1	1.14475298567361
11919.s1	1.21292112835435
11920.p1	0.932148476042355
11920.s1	1.16758815967877
11922.p1	1.21304815719228
11922.s1	1.40058496499683
11924.p1	0.95840518282698
11924.s1	1.00454436369474
11928.p1	0.97349458668542
11928.s1	1.00797507203195
11931.p1	0.886214140272268
11931.s2	0.894927939860262
11933.p1	0.959121946655394
11933.s1	0.933748174960858
11935.p1	0.809498636084783
11935.s1	0.834240790584206
11939.p1	0.94433599017845
11939.s1	1.07581664471551
11940.p1	0.842336893311857
11940.s1	0.848723871237208
11941.p1	1.06269646872383
11941.s1	1.02547874551268
11942.p1	0.881422363510596
11942.s1	0.932444823163388
11944.p1	1.08057439160294
11944.s1	1.03715163252919
11946.p1	0.970189850562153
11946.s1	1.0072713892056
11947.p1	1.10893626455715
11947.s1	1.18120818378335
11948.p1	0.912650937956121
11948.s1	0.95969157909474
11954.p1	0.882159089040639
11954.s1	0.924985699651087
11957.p1	0.950607991285104
11957.s1	0.908813468054497
11963.p1	1.04732200006956
11963.s1	1.04961177426648
11964.p1	1.13344983085532
11964.s1	0.978483205960932
11966.p1	0.934369725078364
11966.s1	0.994687506850539
11969.p1	0.916970851629121
11969.s1	0.997780670313905
11977.p1	0.935175734671643
11977.s1	0.997987807751274
11979.p1	1.22433313573778
11979.s1	1.10715702444425
11981.p1	1.01075145742621
11981.s1	1.06626645516029
11982.p1	1.14401743449928
11982.s1	1.03405566315176
11984.p1	0.826291334848336
11984.s1	0.895720559673666
11986.p1	0.882329283979543
11986.s1	0.881298879505447
11989.p1	0.979236760805775
11989.s1	0.955040607451825
11990.p1	1.01017029756534
11990.s1	1.06523682693461
11993.p1	1.0857326535785
11993.s1	1.0420979461085
11998.p1	0.872575963614487
11998.s1	0.912982677560531
12001.p1	1.03143599675547
12001.s1	1.05133830221445
12006.p1	0.783419067828634
12006.s1	0.791160196629735
12007.p1	1.08866110785881
12007.s1	1.20928987413713
12010.p1	1.01838424759058
12010.s1	0.920126386133021
12011.p1	0.785898306409206
12011.s1	0.736091009913394
12014.p1	0.988136447689529
12014.s1	0.95215912637257
12015.p1	0.930469994376405
12015.s1	0.968921471497888
12019.p1	1.17245741924592
12019.s1	1.04386944155758
12020.p1	0.878774706659951
12020.s1	0.823536593089743
12021.p1	1.09588822954343
12021.s1	1.04012998020508
12029.p1	0.959391436688706
12029.s1	1.04150501729007
12030.p1	0.848560436996915
12030.s1	0.88033374832089
12032.p1	1.05684923490016
12032.s1	0.980274922765487
12033.p1	0.962050139483398
12033.s1	0.990733201022741
12036.p1	1.18558356605206
12036.s1	1.08365371765526
12041.p1	1.04394185720745
12041.s1	0.993894597425246
12044.p1	1.13571706218257
12044.s1	1.30798510968593
12048.p1	0.920688574690503
12048.s1	0.994285955192215
12051.p1	0.964256534685691
12051.s1	1.00421976628798
12052.p1	1.03506349173717
12052.s1	0.989846495293668
12053.p1	0.995243465435947
12053.s1	1.08828320826802
12055.p1	0.84654124282354
12055.s1	0.879586337557785
12056.p1	1.15301523216371
12056.s1	1.04619315492898
12057.p1	1.05592600008221
12057.s1	1.1108939345625
12060.p1	1.09651795583045
12060.s1	1.22472785247426
12061.p1	1.06777783230622
12061.s1	1.13140493204008
12062.p1	0.732836101195062
12062.s1	0.757926600686931
12066.p1	1.28610697194349
12066.s1	1.21722557203919
12068.p1	0.960650822223034
12068.s1	0.99103107084274
12070.p1	1.10689451249743
12070.s1	1.0028817916113
12071.p1	0.975002944973838
12071.s1	1.20710213855471
12072.p1	1.08057439160294
12072.s1	1.0278936286758
12073.p1	1.0420979461085
12073.s1	1.07593994937011
12076.p1	0.997565896473316
12076.s1	0.924985699651087
12078.p1	1.48877174412514
12078.s1	1.35231630933998
12083.p1	1.12037033070346
12083.s1	1.02774298568374
12086.p1	0.912154215159893
12086.s1	1.14634382769396
12090.p1	1.10917885509414
12090.s1	1.06088517139373
12091.p1	0.985763737227435
12091.s1	1.05970950578108
12096.p1	1.03807814122524
12096.s1	0.996363789667773
12099.p1	0.606732200124081
12099.s1	0.706540651962174
12100.p1	1.03953983343736
12100.s1	1.10934869969253
12101.p1	0.995504813488917
12101.s1	0.994472135506642
12108.p1	0.968308532075484
12108.s1	1.15301523216371
12111.p1	1.02278888109736
12111.s1	1.1128394421864
12113.p1	0.979806485984649
12113.s1	1.03329535780666
12115.p1	1.0957443702255
12115.s1	0.993706738884484
12117.p1	0.960965857754352
12117.s1	1.01365877802282
12118.p1	0.863346846320341
12118.s1	0.899719646222168
12120.p1	0.853640471316499
12120.s1	0.941046456699039
12121.p1	1.21146373492312
12121.s1	1.14227732113468
12130.p1	0.759608779650527
12130.s1	0.738308291771459
12132.p1	0.990733201022741
12132.s1	0.941762778589128
12134.p1	1.1631294400788
12134.s1	1.1238888103422
12150.p1	1.10755551085303
12150.s1	1.1540375430783
12152.p1	0.888461966928585
12152.s1	0.861786366547439
12153.p1	0.939700348164508
12153.s1	1.06521460666568
12154.p1	0.957265598794843
12154.s1	1.08057439160294
12157.p1	1.12627906547048
12157.s1	1.08021609721008
12160.p1	1.04679934236896
12160.s1	0.986396498458956
12161.p1	1.01871758469794
12161.s1	1.04677549567611
